2015-12-31 15:51:40.580 [error] <0.91.0> gen_server maxwell_protocol_channel_sup terminated with reason: no such process or port in call to gen_server:call(ranch_sup, {start_child,{{ranch_listener_sup,command_channel},{ranch_listener_sup,start_link,[command_channel,...]},...}}, infinity) in gen_server:call/3 line 190
2015-12-31 15:51:40.581 [error] <0.91.0> CRASH REPORT Process maxwell_protocol_channel_sup with 0 neighbours exited with reason: no such process or port in call to gen_server:call(ranch_sup, {start_child,{{ranch_listener_sup,command_channel},{ranch_listener_sup,start_link,[command_channel,...]},...}}, infinity) in gen_server:call/3 line 190 in gen_server:terminate/6 line 746
2015-12-31 16:32:02.580 [error] <0.97.0> Supervisor maxwell_protocol_channel_sup had child maxwell_protocol_channel_pools started with maxwell_protocol_channel_pools:start_link() at undefined exit with reason {'EXIT',{undef,[{maxwell_protocol_channel_pools,start_link,[],[]},{supervisor,do_start_child,2,[{file,"supervisor.erl"},{line,314}]},{supervisor,start_children,3,[{file,"supervisor.erl"},{line,297}]},{supervisor,init_children,2,[{file,"supervisor.erl"},{line,263}]},{gen_server,init_it,6,[{file,"gen_server.erl"},{line,306}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}} in context start_error
2015-12-31 16:32:02.581 [error] <0.59.0> CRASH REPORT Process <0.59.0> with 0 neighbours exited with reason: {{shutdown,{failed_to_start_child,maxwell_protocol_channel_pools,{'EXIT',{undef,[{maxwell_protocol_channel_pools,start_link,[],[]},{supervisor,do_start_child,2,[{file,"supervisor.erl"},{line,314}]},{supervisor,start_children,3,[{file,"supervisor.erl"},{line,297}]},{supervisor,init_children,2,[{file,"supervisor.erl"},{line,263}]},{gen_server,init_it,6,[{file,"gen_server.erl"},{line,306}]},{proc_lib,init_p_do_apply,3,[{file,"proc_lib.erl"},{line,239}]}]}}}},{maxwell_protocol_channel_app,start,...}} in application_master:init/4 line 133
2015-12-31 16:44:00.126 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.127 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.128 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.135 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.136 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.138 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.139 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.141 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.143 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.144 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.146 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.147 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.149 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.150 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.151 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.152 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.154 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.155 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.156 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.157 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.158 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.160 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.161 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.162 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.163 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.164 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.165 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.167 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.168 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.169 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.171 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.172 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.173 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.174 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.182 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.183 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.185 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.186 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.187 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.189 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.191 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.192 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.194 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.196 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.198 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.200 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.201 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.203 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.204 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.206 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.208 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.209 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.217 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.219 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.220 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.222 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.224 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.226 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.228 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.230 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.232 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.234 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.236 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.238 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.239 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.241 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.242 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.243 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.244 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.246 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.247 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.248 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.249 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.250 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.252 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.253 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.254 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.255 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.263 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.264 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.266 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.267 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.268 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.269 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.270 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.272 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.274 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.275 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.276 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.278 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.279 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.280 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.282 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.283 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.285 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.286 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.287 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.288 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.289 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.290 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.292 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.293 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.294 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.295 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.296 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.297 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.299 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.300 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.301 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.308 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.310 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.311 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.312 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.314 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.316 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.317 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.318 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.320 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.321 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.322 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.323 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.325 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.326 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.327 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.328 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.329 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.330 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.332 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.333 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.334 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.335 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.336 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.337 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.338 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.340 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.341 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.342 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.343 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.344 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.345 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.347 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.354 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.356 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.357 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.359 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.361 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.362 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.364 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.366 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.367 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.368 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.370 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.371 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.373 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.374 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.375 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.377 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.378 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.379 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.380 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.388 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.390 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.392 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.394 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.396 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.397 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.399 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.401 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.402 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.403 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.404 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.405 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.407 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.408 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.409 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.410 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.412 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.413 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.414 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.422 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.423 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.424 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.426 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.427 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.428 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.430 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.431 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.433 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
2015-12-31 16:44:00.435 [error] <0.131.0>@maxwell_protocol_channel_client_pool_worker:recv_util_rep:167 Fail to recv,reason:closed
